age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;previous;poutcome;cons,price,idx;cons,conf,idx;y
42;6;1;6;0;0;0;4;1;2;0;1;93,918;-42,7;0
24;8;2;3;0;0;0;4;2;1;0;1;93,918;-42,7;0
49;4;1;6;0;0;0;4;1;3;0;1;93,918;-42,7;0
55;10;1;0;1;0;1;6;2;1;0;1;94,199;-37,5;0
49;0;1;3;1;0;0;5;5;1;0;1;93,444;-36,1;0
48;1;1;0;0;1;1;3;2;1;0;1;94,465;-41,8;0
49;0;1;3;0;0;0;5;5;1;0;1;93,444;-36,1;0
40;1;1;3;1;0;1;2;1;1;0;1;93,994;-36,4;0
35;7;1;3;0;0;0;2;5;2;0;1;92,893;-46,2;0
32;0;2;5;1;0;1;2;1;11;0;1;93,994;-36,4;0
67;3;0;5;1;0;0;8;1;2;5;2;94,767;-50,8;1
41;9;1;6;1;1;0;2;5;4;0;1;92,893;-46,2;0
73;5;1;6;1;0;0;0;5;1;0;1;92,843;-50;1
32;4;2;0;0;0;1;2;1;7;0;1;93,994;-36,4;0
33;4;1;6;1;0;0;5;3;3;0;1;93,444;-36,1;0
36;9;1;5;1;0;1;2;3;4;0;1;92,893;-46,2;0
40;9;1;5;1;0;0;8;4;1;1;0;93,2;-42;0
25;1;2;2;1;1;0;4;4;2;0;1;93,918;-42,7;0
45;4;1;6;1;0;0;4;4;1;0;1;93,918;-42,7;0
33;9;1;6;0;0;1;8;3;2;0;1;93,2;-42;0
31;0;1;6;1;0;0;5;4;7;0;1;93,444;-36,1;0
48;6;1;6;1;0;1;2;4;2;0;1;93,994;-36,4;0
42;7;1;6;1;0;0;1;1;1;0;1;93,075;-47,1;0
40;4;1;6;0;1;0;5;2;3;0;1;93,444;-36,1;0
30;9;1;6;0;0;0;3;5;1;1;2;94,055;-39,8;0
41;1;1;0;0;0;1;3;3;1;0;1;94,465;-41,8;0
41;4;0;1;0;0;0;8;4;1;0;1;93,2;-42;0
44;6;2;5;1;0;0;2;1;5;1;0;92,893;-46,2;1
25;7;1;3;1;0;0;4;5;1;0;1;93,918;-42,7;0
30;1;1;2;0;0;0;4;3;1;0;1;93,918;-42,7;1
25;0;1;6;1;0;1;3;5;1;0;1;94,465;-41,8;0
31;9;0;6;1;0;0;5;4;1;0;1;93,444;-36,1;0
29;9;2;6;0;0;0;4;3;1;0;1;93,918;-42,7;0
47;0;1;6;0;0;1;2;4;1;0;1;93,994;-36,4;0
25;0;1;3;0;1;1;2;2;4;0;1;93,994;-36,4;0
29;9;1;5;0;0;1;2;5;3;0;1;93,994;-36,4;1
36;6;1;2;0;0;0;5;4;1;0;1;93,444;-36,1;0
45;1;2;2;0;0;1;3;1;1;0;1;94,465;-41,8;0
31;9;2;6;0;0;1;7;4;1;0;1;93,798;-40,4;1
51;1;1;0;1;0;1;3;2;2;0;1;94,465;-41,8;0
44;2;1;0;1;0;0;2;2;2;0;1;92,893;-46,2;1
24;1;2;2;1;0;0;4;5;2;0;1;93,918;-42,7;0
40;0;1;6;1;0;0;5;2;1;0;1;93,444;-36,1;0
39;7;1;0;0;0;1;2;4;2;0;1;93,994;-36,4;0
44;1;1;0;0;0;0;2;2;1;1;0;92,893;-46,2;0
44;4;0;6;1;0;0;1;5;1;0;1;93,075;-47,1;0
52;2;1;2;1;0;1;3;1;2;0;1;94,465;-41,8;0
51;1;1;3;1;0;0;2;3;1;1;0;92,893;-46,2;1
38;4;1;6;1;0;0;2;5;1;0;1;92,893;-46,2;1
34;9;1;5;0;0;0;2;5;2;1;0;92,893;-46,2;0
23;1;2;3;0;0;0;4;3;1;0;1;93,918;-42,7;0
30;0;2;6;0;0;1;2;3;1;0;1;93,994;-36,4;0
26;1;1;1;0;0;1;2;3;1;0;1;93,994;-36,4;0
34;0;1;1;1;1;0;8;3;2;0;1;93,2;-42;0
32;4;0;6;0;0;0;2;2;3;0;1;92,893;-46,2;0
27;6;2;6;1;1;1;3;3;1;0;1;94,465;-41,8;0
39;3;1;0;1;0;0;5;4;6;0;1;93,444;-36,1;0
29;1;1;5;0;0;1;2;3;8;0;1;92,893;-46,2;0
42;9;2;6;1;1;0;5;3;8;0;1;93,444;-36,1;0
30;9;2;6;0;1;0;5;5;2;0;1;93,444;-36,1;0
38;4;1;6;1;0;0;2;3;3;0;1;92,893;-46,2;0
49;1;1;1;0;0;0;5;4;2;0;1;93,444;-36,1;0
30;0;2;6;1;0;0;2;1;2;1;0;92,893;-46,2;0
41;1;1;3;1;0;0;2;5;1;0;1;92,893;-46,2;0
56;1;1;2;0;0;1;3;5;2;0;1;94,465;-41,8;0
58;1;2;2;1;0;0;2;3;2;0;1;92,893;-46,2;0
52;1;0;0;1;0;0;1;4;1;1;0;93,075;-47,1;0
32;0;1;5;1;0;0;4;3;3;0;1;93,918;-42,7;0
51;4;1;6;1;0;0;2;1;2;4;0;93,876;-40;0
31;6;1;6;1;0;0;5;5;1;0;1;93,444;-36,1;0
34;9;1;5;1;0;0;5;5;1;0;1;93,444;-36,1;0
36;0;1;6;1;0;0;2;5;3;0;1;92,893;-46,2;0
30;7;0;2;0;0;1;2;4;1;0;1;93,994;-36,4;0
51;0;2;6;1;1;0;3;5;2;0;1;92,963;-40,8;0
26;1;1;2;1;0;0;4;1;2;0;1;93,918;-42,7;0
39;0;1;6;1;0;0;5;4;3;0;1;93,444;-36,1;0
38;2;1;6;0;0;1;2;2;11;0;1;93,994;-36,4;0
41;1;1;2;0;0;1;2;2;1;0;1;93,994;-36,4;0
28;1;1;1;0;0;1;3;2;7;0;1;94,465;-41,8;0
34;9;1;5;1;0;0;4;3;5;0;1;93,918;-42,7;0
64;10;0;2;1;0;0;7;3;2;0;1;94,601;-49,5;0
35;1;1;5;1;1;1;2;3;2;0;1;93,994;-36,4;0
40;1;1;2;1;0;0;4;2;4;0;1;93,918;-42,7;0
46;1;2;1;0;1;0;2;4;2;1;0;92,893;-46,2;0
33;0;1;6;1;0;0;3;2;1;0;1;92,963;-40,8;1
74;5;1;6;0;0;1;7;1;1;0;1;94,601;-49,5;0
40;4;1;3;1;0;0;5;3;1;0;1;93,444;-36,1;0
46;7;1;3;0;0;0;4;1;3;0;1;93,918;-42,7;0
41;2;0;5;1;0;0;4;4;1;0;1;93,918;-42,7;0
30;9;2;6;1;0;0;5;4;2;0;1;93,444;-36,1;0
44;0;1;6;1;0;0;2;2;1;0;1;92,893;-46,2;0
50;1;1;0;1;0;1;2;5;1;0;1;93,994;-36,4;0
29;9;2;5;1;0;0;2;1;1;0;1;92,893;-46,2;0
51;1;0;0;1;0;0;2;2;4;0;1;92,893;-46,2;0
52;1;1;0;0;0;1;2;5;2;0;1;93,994;-36,4;0
27;0;2;3;0;0;1;1;4;3;0;1;93,075;-47,1;0
44;6;1;2;1;0;1;3;2;1;0;1;94,465;-41,8;0
34;10;1;2;0;0;0;2;1;2;0;1;92,893;-46,2;0
23;8;2;3;1;0;0;7;1;2;1;0;94,601;-49,5;1
30;9;2;5;0;0;0;4;2;2;0;1;93,918;-42,7;0
26;8;2;3;1;0;0;2;1;2;0;1;92,893;-46,2;0
35;9;1;6;1;0;0;2;1;3;0;1;92,893;-46,2;0
24;9;2;6;0;0;0;4;3;4;0;1;93,918;-42,7;0
38;10;1;0;0;0;0;4;2;1;0;1;93,918;-42,7;1
36;0;1;3;0;0;1;2;4;3;0;1;93,994;-36,4;0
24;9;2;6;0;0;0;4;4;3;0;1;93,918;-42,7;0
31;4;1;6;1;0;0;5;3;2;0;1;93,444;-36,1;0
41;0;1;6;1;0;0;5;3;1;0;1;93,444;-36,1;0
39;10;1;6;1;0;1;2;4;2;0;1;93,994;-36,4;0
36;9;0;5;0;0;1;3;1;4;0;1;94,465;-41,8;0
33;9;1;5;0;0;0;1;4;1;0;1;93,075;-47,1;1
34;1;1;5;1;0;0;8;2;3;0;1;93,2;-42;0
42;9;0;5;0;1;1;2;5;3;0;1;93,994;-36,4;0
51;1;1;3;0;0;0;8;5;4;0;1;93,2;-42;0
34;1;2;1;1;1;0;4;3;1;0;1;93,918;-42,7;0
33;0;2;6;1;1;0;5;2;6;0;1;93,444;-36,1;0
37;4;1;6;1;0;0;4;5;1;1;2;94,215;-40,3;1
33;1;1;2;0;1;1;4;1;1;0;1;94,215;-40,3;0
36;3;1;0;0;0;0;5;1;2;0;1;93,444;-36,1;0
43;7;1;3;0;0;0;8;4;1;0;1;93,2;-42;0
47;1;1;1;1;1;0;4;1;3;0;1;93,918;-42,7;0
32;0;1;6;1;1;0;5;3;1;0;1;93,444;-36,1;0
42;0;2;6;0;0;0;5;1;3;0;1;94,027;-38,3;0
36;0;1;6;1;0;0;8;5;1;0;1;93,2;-42;0
31;1;2;2;0;0;1;1;4;2;0;1;93,075;-47,1;0
41;0;0;1;0;0;1;4;1;1;0;1;93,918;-42,7;0
31;9;1;2;0;1;0;4;4;5;0;1;93,918;-42,7;1
36;9;2;5;0;0;0;3;5;2;0;1;92,963;-40,8;1
46;7;1;2;0;1;0;2;3;2;0;1;92,893;-46,2;0
35;0;0;3;0;0;0;8;1;3;0;1;93,2;-42;0
30;9;1;3;1;0;1;2;4;6;0;1;93,994;-36,4;0
35;9;2;6;1;0;1;2;3;1;0;1;93,994;-36,4;0
47;4;1;0;0;0;1;2;5;1;0;1;93,994;-36,4;0
35;4;2;3;1;1;0;2;5;2;0;1;92,893;-46,2;0
37;0;2;3;1;0;1;4;2;4;0;1;93,918;-42,7;0
31;0;2;6;0;0;1;2;1;1;0;1;93,994;-36,4;0
49;9;0;3;1;0;0;4;4;1;0;1;93,918;-42,7;0
57;6;1;6;0;0;0;4;1;4;0;1;93,918;-42,7;0
33;1;0;2;1;0;1;3;4;1;0;1;94,465;-41,8;0
35;1;1;1;1;0;1;2;5;6;0;1;93,994;-36,4;0
39;9;2;6;1;1;0;1;1;6;1;0;93,075;-47,1;0
34;9;1;2;1;0;0;2;1;1;0;1;92,893;-46,2;0
32;0;2;3;0;1;1;3;5;2;0;1;94,465;-41,8;0
35;8;2;6;0;0;1;3;4;1;0;1;94,465;-41,8;1
53;6;1;6;0;0;0;5;5;3;0;1;93,444;-36,1;0
30;9;1;6;1;0;1;4;3;2;0;1;93,918;-42,7;0
44;1;1;3;0;0;0;1;1;2;1;0;93,075;-47,1;0
50;0;1;2;0;0;0;5;4;14;0;1;93,444;-36,1;0
56;5;1;3;1;0;1;2;1;3;0;1;93,994;-36,4;0
58;5;0;3;1;0;0;3;2;2;0;1;92,963;-40,8;0
54;9;1;6;0;0;1;3;4;2;0;1;94,465;-41,8;0
40;9;2;6;0;0;0;8;1;1;2;0;92,649;-30,1;1
31;1;1;1;0;0;0;4;5;2;0;1;93,918;-42,7;0
41;0;1;3;1;0;0;2;2;1;1;0;92,893;-46,2;0
31;1;2;3;1;0;0;2;4;1;0;1;92,893;-46,2;0
39;7;1;3;1;1;0;2;2;1;0;1;92,893;-46,2;0
37;0;1;3;1;0;1;2;1;4;0;1;93,994;-36,4;0
50;9;1;6;1;0;0;4;5;1;0;1;93,918;-42,7;0
49;1;1;0;0;0;1;2;5;1;0;1;93,994;-36,4;0
31;0;1;6;0;0;1;2;3;2;0;1;93,994;-36,4;0
35;7;1;5;1;0;0;1;4;2;1;2;93,749;-34,6;1
52;4;1;6;1;0;1;2;5;1;0;1;93,994;-36,4;0
33;4;1;6;0;0;1;2;4;3;0;1;93,994;-36,4;0
32;1;1;0;0;0;0;2;1;3;0;1;92,893;-46,2;0
35;4;1;6;1;0;0;1;4;1;0;1;93,075;-47,1;0
54;0;1;6;1;1;0;5;5;1;1;0;92,201;-31,4;1
27;7;2;3;0;0;0;4;2;4;0;1;93,918;-42,7;1
52;4;1;5;1;1;1;2;2;1;0;1;93,994;-36,4;0
32;0;1;6;1;1;0;5;5;1;0;1;92,201;-31,4;0
36;0;2;3;1;0;0;2;4;1;1;0;92,893;-46,2;0
27;0;1;5;0;0;0;2;4;1;0;1;92,893;-46,2;0
39;1;2;2;1;0;0;8;1;2;0;1;93,2;-42;0
34;2;1;6;0;1;0;1;5;3;0;1;93,075;-47,1;0
35;1;1;2;1;0;1;2;3;1;0;1;93,994;-36,4;0
32;0;2;6;0;0;1;2;3;1;0;1;93,994;-36,4;0
42;9;1;5;0;0;0;5;3;1;1;0;92,201;-31,4;0
42;0;1;3;0;0;0;8;1;2;1;0;93,2;-42;1
37;4;2;6;1;0;1;2;5;1;0;1;93,994;-36,4;0
34;0;1;6;1;1;0;8;5;3;0;1;93,2;-42;0
27;0;2;3;1;0;0;4;4;1;0;1;93,918;-42,7;0
49;1;1;2;0;0;1;3;4;2;0;1;94,465;-41,8;1
35;0;1;6;0;0;1;2;2;4;0;1;93,994;-36,4;0
22;1;2;2;1;0;1;4;1;7;0;1;93,918;-42,7;0
45;3;0;6;1;0;1;2;4;1;0;1;93,994;-36,4;0
29;1;1;3;1;0;1;4;3;1;0;1;93,918;-42,7;0
59;9;1;5;1;0;1;5;3;3;1;0;92,201;-31,4;0
55;5;0;1;0;0;1;3;1;2;0;1;94,465;-41,8;0
43;0;1;5;1;0;1;3;4;2;0;1;94,465;-41,8;0
47;1;1;3;1;0;0;2;5;1;0;1;92,893;-46,2;0
41;1;0;2;1;0;0;2;4;1;0;1;92,893;-46,2;0
50;1;1;2;1;0;1;2;1;2;0;1;93,994;-36,4;0
46;2;1;6;1;0;0;8;2;2;0;1;93,2;-42;0
32;7;1;3;1;1;1;2;3;9;0;1;93,994;-36,4;0
47;5;2;1;1;1;0;4;1;3;0;1;93,918;-42,7;0
54;0;1;6;0;1;1;2;4;2;0;1;93,994;-36,4;0
29;9;1;6;0;0;0;1;1;3;1;0;93,749;-34,6;0
33;0;1;6;0;0;0;1;4;6;0;1;93,749;-34,6;0
31;8;2;6;0;0;0;4;5;3;2;2;94,215;-40,3;1
27;1;2;2;1;0;0;2;2;2;1;0;92,893;-46,2;0
25;8;2;3;0;0;0;8;4;1;0;1;94,767;-50,8;1
34;9;1;6;1;0;0;8;3;1;0;1;93,2;-42;1
35;0;1;3;0;0;1;2;1;5;0;1;93,994;-36,4;0
37;7;1;2;1;0;1;2;3;1;0;1;92,893;-46,2;0
34;9;2;6;1;1;0;5;3;3;0;1;93,444;-36,1;1
33;1;2;0;0;1;0;2;2;3;1;0;92,893;-46,2;0
54;6;1;3;1;0;0;5;4;4;0;1;93,444;-36,1;0
30;1;1;2;1;0;0;8;3;1;1;0;93,2;-42;0
40;1;1;0;0;0;1;3;1;2;0;1;94,465;-41,8;0
37;9;2;3;1;0;0;1;4;2;0;1;93,075;-47,1;0
34;3;0;6;1;1;0;1;5;1;0;1;93,075;-47,1;0
59;5;1;6;1;0;0;5;4;18;0;1;93,444;-36,1;0
25;0;2;6;1;0;0;6;4;1;1;2;92,379;-29,8;0
58;10;1;6;1;0;0;8;4;2;0;1;94,767;-50,8;1
33;9;1;6;1;0;0;2;1;1;0;1;92,893;-46,2;0
50;1;1;0;1;0;0;5;5;1;0;1;93,444;-36,1;0
39;1;1;1;0;0;1;2;4;1;0;1;93,994;-36,4;0
30;9;2;3;0;0;0;5;1;4;0;1;93,444;-36,1;1
33;4;1;3;1;0;1;2;3;1;0;1;93,994;-36,4;0
33;4;1;6;0;0;1;2;5;1;0;1;93,994;-36,4;0
41;9;1;5;1;0;1;2;3;2;0;1;93,994;-36,4;0
36;4;1;6;1;0;1;2;5;4;0;1;93,994;-36,4;0
44;2;1;6;1;1;0;8;4;1;0;1;93,2;-42;0
57;5;1;0;1;1;1;1;2;4;0;1;93,075;-47,1;1
40;1;1;1;0;0;1;2;2;2;0;1;93,994;-36,4;0
42;1;1;2;0;0;1;2;5;9;0;1;93,994;-36,4;0
41;6;2;6;1;1;1;2;3;17;0;1;93,994;-36,4;0
41;2;1;6;1;0;0;5;4;1;0;1;94,027;-38,3;1
33;7;1;5;1;1;0;5;4;1;0;1;93,444;-36,1;0
32;9;2;3;0;0;1;4;3;5;0;1;93,918;-42,7;0
45;10;1;6;0;0;1;2;2;2;0;1;93,994;-36,4;0
29;9;2;6;0;0;0;3;4;3;0;1;92,963;-40,8;0
35;9;2;2;0;0;0;8;3;1;1;0;93,2;-42;0
35;0;1;6;1;0;0;6;3;2;2;0;94,199;-37,5;0
45;0;1;6;0;0;0;5;5;2;0;1;93,444;-36,1;0
34;9;1;5;0;1;1;2;5;2;0;1;93,994;-36,4;0
41;9;1;5;1;0;0;8;1;2;0;1;94,767;-50,8;1
50;1;1;0;1;0;0;2;3;1;1;0;92,893;-46,2;0
28;4;2;2;1;0;1;2;4;1;0;1;92,893;-46,2;0
33;0;1;6;1;0;1;2;4;2;0;1;93,994;-36,4;0
42;9;1;6;1;0;0;2;3;1;0;1;92,893;-46,2;0
43;1;1;1;0;0;1;2;5;3;0;1;93,994;-36,4;0
42;7;1;6;0;0;0;9;3;1;1;2;92,713;-33;1
56;1;1;0;0;1;0;5;4;1;0;1;93,444;-36,1;0
29;8;2;6;1;0;0;4;4;1;0;1;93,918;-42,7;0
31;3;2;3;1;0;0;4;3;3;0;1;93,918;-42,7;0
31;0;2;3;1;0;0;4;4;2;0;1;93,918;-42,7;0
28;1;1;0;0;0;0;2;2;1;0;1;92,893;-46,2;0
43;0;1;6;1;1;1;4;2;1;0;1;93,918;-42,7;0
44;0;2;3;1;0;0;2;3;1;0;1;92,893;-46,2;0
43;0;1;3;1;0;0;4;1;22;0;1;93,918;-42,7;0
41;5;2;0;1;0;0;7;5;1;0;1;94,601;-49,5;0
31;0;2;6;0;0;1;5;2;1;0;1;92,201;-31,4;0
59;0;1;6;1;1;1;2;4;9;0;1;93,994;-36,4;0
32;3;2;6;1;0;0;4;2;4;0;1;93,918;-42,7;0
24;8;2;3;0;0;0;3;2;1;1;0;94,055;-39,8;0
31;1;2;2;0;0;1;3;3;2;0;1;94,465;-41,8;1
38;0;2;3;1;1;0;8;4;4;0;1;93,2;-42;0
37;4;0;6;1;0;0;2;1;1;0;1;92,893;-46,2;0
33;0;1;6;1;0;1;4;5;4;0;1;93,918;-42,7;0
27;0;2;6;1;1;0;4;1;4;0;1;93,918;-42,7;0
34;7;1;3;0;0;1;2;4;1;0;1;93,994;-36,4;0
46;6;1;1;1;0;0;8;2;1;1;0;93,2;-42;0
30;0;1;3;0;0;0;4;3;1;0;1;93,918;-42,7;0
31;10;2;0;0;0;0;8;5;8;0;1;93,2;-42;0
56;4;1;6;0;1;1;2;3;1;0;1;93,994;-36,4;0
52;7;1;3;0;0;0;4;3;1;0;1;93,918;-42,7;0
30;9;1;5;1;0;1;4;4;2;0;1;93,918;-42,7;0
34;1;1;1;0;0;1;3;5;3;0;1;94,465;-41,8;0
31;0;1;3;0;0;0;7;4;1;0;1;92,431;-26,9;1
33;0;1;6;1;0;0;8;5;1;1;2;94,767;-50,8;1
33;0;2;6;1;1;1;1;3;1;0;1;93,075;-47,1;0
30;9;2;6;1;0;0;5;1;13;0;1;93,444;-36,1;0
28;0;2;6;0;0;0;1;5;1;0;1;93,075;-47,1;0
24;9;2;5;0;0;1;2;2;4;0;1;92,893;-46,2;0
41;1;1;0;1;1;0;2;3;2;0;1;92,893;-46,2;0
26;0;1;3;0;0;1;2;4;4;0;1;93,994;-36,4;0
45;3;2;0;0;0;1;6;1;4;0;1;92,379;-29,8;1
42;0;1;6;1;0;1;3;4;2;0;1;94,465;-41,8;0
41;9;1;3;0;0;0;5;1;2;0;1;93,444;-36,1;1
56;4;0;2;1;0;1;2;4;2;0;1;93,994;-36,4;0
25;9;2;3;1;0;0;2;5;3;2;0;93,876;-40;0
25;1;2;3;1;0;0;2;1;1;0;1;92,893;-46,2;0
33;0;2;3;1;0;0;2;2;1;0;1;92,893;-46,2;0
34;9;1;2;0;0;0;2;1;1;0;1;92,893;-46,2;0
36;9;2;3;1;0;0;4;3;1;1;0;92,469;-33,6;0
75;5;1;6;1;0;0;4;4;1;2;0;94,215;-40,3;1
38;4;1;6;0;1;0;8;5;1;0;1;93,2;-42;0
56;5;1;0;1;0;0;5;3;1;0;1;93,444;-36,1;0
58;1;1;5;0;0;1;3;5;12;0;1;94,465;-41,8;0
48;0;1;6;1;0;0;5;2;1;0;1;93,444;-36,1;0
30;0;1;3;1;0;0;4;5;6;0;1;93,918;-42,7;0
33;0;2;6;0;0;0;2;1;2;0;1;92,893;-46,2;0
36;9;1;1;0;0;0;1;1;2;1;0;93,075;-47,1;0
54;5;2;3;1;0;0;4;4;3;0;1;93,918;-42,7;0
29;1;2;3;1;0;0;4;5;1;0;1;93,918;-42,7;0
28;0;2;6;1;1;0;9;5;6;1;0;92,713;-33;0
59;5;0;5;0;0;0;2;3;1;0;1;92,893;-46,2;0
45;1;1;2;1;0;0;1;2;4;1;0;93,075;-47,1;0
32;9;2;6;1;0;0;5;3;13;0;1;93,444;-36,1;0
55;5;0;5;0;1;1;2;3;2;0;1;93,994;-36,4;0
29;0;2;6;0;0;0;5;4;1;0;1;93,444;-36,1;0
31;9;1;5;0;0;1;2;3;2;0;1;93,994;-36,4;0
34;9;1;3;1;0;0;5;5;1;0;1;93,444;-36,1;0
25;9;0;6;1;0;1;3;1;2;0;1;94,465;-41,8;0
35;1;1;2;1;0;0;9;4;1;3;2;92,713;-33;0
49;9;1;2;1;0;1;2;1;6;0;1;93,994;-36,4;0
35;1;1;2;1;0;1;4;4;1;0;1;93,918;-42,7;0
36;0;1;6;0;0;0;2;2;1;1;0;92,893;-46,2;0
29;9;2;6;1;1;0;8;4;2;0;1;93,2;-42;0
24;8;1;6;0;0;0;4;2;1;0;1;93,918;-42,7;0
47;0;2;6;1;0;0;3;1;4;0;1;92,963;-40,8;1
32;1;1;0;0;1;0;2;4;4;0;1;92,893;-46,2;0
34;9;2;5;0;0;0;5;1;1;0;1;93,444;-36,1;0
34;0;2;6;0;0;0;2;5;4;1;0;92,893;-46,2;0
39;9;1;5;0;0;1;3;2;2;0;1;94,465;-41,8;0
47;1;1;2;1;1;0;2;3;6;2;0;92,893;-46,2;0
32;9;1;3;1;0;0;2;2;1;0;1;92,893;-46,2;0
29;9;2;6;1;0;0;4;3;1;0;1;93,918;-42,7;0
57;5;1;6;1;0;1;3;5;5;0;1;94,465;-41,8;0
49;4;1;3;0;0;0;8;3;1;0;1;93,2;-42;0
42;9;1;5;1;0;0;4;4;10;0;1;93,918;-42,7;0
29;0;2;6;1;0;0;5;5;2;0;1;93,444;-36,1;0
34;9;1;5;1;1;1;2;5;3;0;1;93,994;-36,4;0
51;2;0;6;1;0;0;2;1;1;0;1;92,893;-46,2;0
47;1;0;2;0;0;0;2;2;1;0;1;92,893;-46,2;0
53;9;1;5;1;0;1;0;1;5;2;0;93,369;-34,8;0
28;9;1;2;1;0;0;4;1;2;0;1;93,918;-42,7;0
27;9;2;6;1;0;0;7;3;1;1;0;94,601;-49,5;1
23;0;2;6;1;0;0;4;3;1;2;0;94,215;-40,3;0
30;8;2;3;0;0;0;5;4;1;1;0;94,027;-38,3;0
42;1;1;1;1;0;0;2;3;1;0;1;92,893;-46,2;0
38;0;2;6;1;0;1;3;3;2;0;1;94,465;-41,8;0
29;0;1;6;1;1;0;1;1;1;0;1;93,075;-47,1;0
44;3;1;0;1;0;0;2;3;1;1;0;92,893;-46,2;0
45;4;2;2;1;0;0;8;4;3;1;0;93,2;-42;0
51;4;1;6;0;1;1;3;4;1;0;1;94,465;-41,8;0
28;7;1;3;1;1;1;2;1;2;0;1;93,994;-36,4;0
29;9;1;6;1;1;0;5;3;2;0;1;93,444;-36,1;0
28;9;2;5;1;0;0;1;4;2;1;0;93,075;-47,1;0
29;9;2;5;1;0;0;2;3;2;0;1;92,893;-46,2;0
40;0;2;3;1;0;1;3;1;3;0;1;94,465;-41,8;0
43;1;1;0;1;0;0;2;1;2;0;1;92,893;-46,2;0
54;4;1;6;0;1;0;4;2;1;0;1;93,918;-42,7;0
42;0;1;6;1;0;0;2;1;5;0;1;92,893;-46,2;0
55;7;1;3;0;0;0;2;1;1;1;0;92,893;-46,2;0
49;1;2;0;0;0;0;4;3;1;0;1;93,918;-42,7;0
52;7;1;5;1;1;0;5;1;3;0;1;93,444;-36,1;0
32;0;1;3;0;0;0;5;5;8;0;1;93,444;-36,1;0
23;0;2;6;1;1;1;4;1;3;0;1;93,918;-42,7;0
34;9;1;5;1;1;0;8;4;7;0;1;93,2;-42;0
36;7;1;3;0;0;0;4;3;3;0;1;93,918;-42,7;0
54;0;2;6;0;0;0;5;4;2;0;1;93,444;-36,1;0
39;7;0;2;1;0;1;2;4;1;0;1;93,994;-36,4;0
50;3;0;0;0;0;1;6;2;1;0;1;94,199;-37,5;0
30;7;2;3;1;0;0;3;1;2;0;1;92,963;-40,8;1
27;1;1;2;0;1;1;2;4;1;0;1;93,994;-36,4;0
32;0;0;6;1;0;1;2;4;4;0;1;93,994;-36,4;0
54;9;1;6;0;0;1;3;1;4;0;1;94,465;-41,8;0
50;1;1;5;1;0;0;2;4;1;1;0;92,893;-46,2;0
26;0;2;6;1;0;0;6;2;1;1;0;94,199;-37,5;0
45;0;2;6;1;0;0;5;3;1;0;1;93,444;-36,1;0
28;9;1;3;0;0;1;2;2;1;0;1;93,994;-36,4;0
28;1;2;0;1;0;1;2;1;2;0;1;93,994;-36,4;0
50;9;1;5;0;0;1;2;5;2;0;1;93,994;-36,4;0
31;1;1;1;1;0;1;3;5;12;0;1;94,465;-41,8;0
34;0;2;6;0;0;0;5;5;1;0;1;93,444;-36,1;0
56;1;1;0;0;0;0;4;2;5;0;1;93,918;-42,7;0
29;2;1;0;0;0;0;4;2;4;0;1;93,918;-42,7;0
58;0;1;6;0;0;0;5;3;2;0;1;93,444;-36,1;0
46;1;1;0;0;0;0;2;1;3;0;1;92,893;-46,2;0
35;1;0;2;0;1;1;2;2;1;0;1;93,994;-36,4;0
34;4;1;6;1;0;0;2;4;1;0;1;92,893;-46,2;0
39;0;2;3;0;0;0;1;5;1;0;1;93,075;-47,1;0
40;0;1;6;1;1;0;5;2;1;0;1;93,444;-36,1;0
54;1;1;0;1;1;0;4;4;5;0;1;93,918;-42,7;0
25;0;2;6;0;0;1;3;1;2;0;1;92,963;-40,8;0
40;10;1;5;1;0;0;6;5;3;0;1;92,379;-29,8;0
49;1;1;0;0;0;1;3;4;3;0;1;94,465;-41,8;0
32;0;1;3;0;0;0;4;1;2;0;1;93,918;-42,7;0
44;0;0;6;0;0;1;3;5;2;0;1;94,465;-41,8;0
41;0;1;6;0;0;0;4;1;3;0;1;93,918;-42,7;1
30;9;2;6;1;1;0;5;2;2;0;1;93,444;-36,1;0
27;1;2;2;1;0;0;2;2;1;0;1;92,893;-46,2;0
41;1;1;0;1;0;1;2;3;3;0;1;93,994;-36,4;0
36;1;1;2;1;0;1;2;3;1;1;0;92,893;-46,2;0
54;2;1;5;1;1;0;8;2;1;0;1;93,2;-42;0
30;1;2;5;0;0;0;2;2;1;1;0;93,876;-40;0
42;4;1;3;0;0;0;8;4;2;0;1;93,2;-42;0
36;7;0;2;1;0;0;2;2;2;0;1;92,893;-46,2;0
45;0;1;6;1;0;1;2;2;6;0;1;93,994;-36,4;0
38;9;1;6;0;0;1;2;4;2;0;1;93,994;-36,4;0
38;0;2;5;0;0;1;2;1;1;0;1;93,994;-36,4;0
34;1;1;0;0;0;1;3;5;2;0;1;94,465;-41,8;0
44;0;1;2;0;0;0;2;3;3;1;0;92,893;-46,2;0
37;7;2;2;0;0;0;2;2;1;0;1;92,893;-46,2;0
39;1;2;2;0;0;1;2;2;3;0;1;93,994;-36,4;1
57;0;1;6;0;0;0;4;1;1;0;1;93,918;-42,7;0
34;9;1;5;1;0;0;4;3;4;0;1;93,918;-42,7;0
52;0;1;3;1;0;0;1;4;2;1;0;93,075;-47,1;0
23;9;2;3;0;0;0;2;4;1;0;1;92,893;-46,2;0
